,Name,Rating,Genre,Release date,Runtime,Director,Link
877,Stand by Me Doraemon,73.0,"Animation, Family, Science Fiction, Fantasy",        08/08/2014 (JP)      ,              1h 30m          ,Ryuichi Yagi,https://www.themoviedb.org/movie/265712
878,Dragon Ball Z: Bardock - The Father of Goku,75.0,"Animation, Action, Science Fiction, Drama, Fantasy",        10/17/1990 (JP)      ,              48m          ,Mitsuo Hashimoto,https://www.themoviedb.org/movie/39323
879,Bambi,70,"Animation, Drama, Family",        08/21/1942 (US)      ,              1h 10m          ,David Hand,https://www.themoviedb.org/movie/3170
880,Hercules,57.0,"Action, Adventure",        07/25/2014 (US)      ,              1h 39m          ,Brett Ratner,https://www.themoviedb.org/movie/184315
881,Spirited Away,85.0,"Animation, Family, Fantasy",        07/20/2001 (JP)      ,              2h 5m          ,Hayao Miyazaki,https://www.themoviedb.org/movie/129
882,Scary Movie 3,60,Comedy,        10/24/2003 (US)      ,              1h 24m          ,David Zucker,https://www.themoviedb.org/movie/4256
883,Dumbo,70,"Animation, Family",        10/31/1941 (US)      ,              1h 4m          ,Norman Ferguson,https://www.themoviedb.org/movie/11360
884,Wrong Turn 4: Bloody Beginnings,57.0,"Horror, Thriller",        10/17/2011 (US)      ,              1h 33m          ,Declan O'Brien,https://www.themoviedb.org/movie/71672
885,Split,73.0,"Horror, Thriller",        02/24/2017 (IN)      ,              1h 57m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/381288
886,The Mortal Instruments: City of Bones,64.0,"Fantasy, Action, Mystery",        08/21/2013 (US)      ,              2h 10m          ,Harald Zwart,https://www.themoviedb.org/movie/123553
887,Conan the Barbarian,53.0,"Adventure, Fantasy, Action",        08/19/2011 (US)      ,              1h 53m          ,Marcus Nispel,https://www.themoviedb.org/movie/37430
888,Life in a Year,83.0,"Drama, Romance",        11/27/2020 (US)      ,              1h 47m          ,Mitja Okorn,https://www.themoviedb.org/movie/447362
889,100% Wolf,59.0,"Animation, Family, Fantasy",        06/26/2020 (VN)      ,              1h 36m          ,Alexs Stadermann,https://www.themoviedb.org/movie/520946
890,The Sorcerer and the White Snake,62.0,"Action, Fantasy",        09/27/2011 (CN)      ,              1h 40m          ,Siu-Tung Ching,https://www.themoviedb.org/movie/75948
891,The Cabin in the Woods,66.0,"Horror, Comedy, Fantasy, Thriller",        06/01/2012 (IN)      ,              1h 35m          ,Drew Goddard,https://www.themoviedb.org/movie/22970
892,The Exorcist,77.0,Horror,        08/27/1977 (IN)      ,              2h 2m          ,William Friedkin,https://www.themoviedb.org/movie/9552
893,Stan Helsing,43.0,"Comedy, Horror",        10/27/2009 (US)      ,              1h 30m          ,Bo Zenga,https://www.themoviedb.org/movie/23988
894,How to Train Your Dragon: Homecoming,82.0,"Animation, Fantasy, Adventure, Action, Family",        12/03/2019 (US)      ,              22m          ,Tim Johnson,https://www.themoviedb.org/movie/638507
895,Baba Yaga: Terror of the Dark Forest,60,Horror,        02/27/2020 (RU)      ,              1h 36m          ,Svyatoslav Podgaevsky,https://www.themoviedb.org/movie/575088
896,"Batman: The Long Halloween, Part Two",77.0,"Animation, Mystery, Action, Crime",        07/27/2021 (US)      ,              1h 27m          ,Chris Palmer,https://www.themoviedb.org/movie/736074
897,Let's Be Cops,64.0,Comedy,        08/13/2014 (US)      ,              1h 44m          ,Luke Greenfield,https://www.themoviedb.org/movie/193893
898,47 Meters Down,58.0,"Horror, Drama, Thriller, Adventure",        07/28/2017 (GB)      ,              1h 29m          ,Johannes Roberts,https://www.themoviedb.org/movie/403119
899,The Green Mile,85.0,"Fantasy, Drama, Crime",        12/10/1999 (US)      ,              3h 8m          ,Frank Darabont,https://www.themoviedb.org/movie/497
900,Secret of the Wings,71.0,"Animation, Family, Fantasy, Adventure",        08/17/2012 (TR)      ,              1h 32m          ,Peggy Holmes,https://www.themoviedb.org/movie/75258
901,Bad Lieutenant: Port of Call - New Orleans,61.0,"Drama, Crime",        11/20/2009 (US)      ,              2h 2m          ,Werner Herzog,https://www.themoviedb.org/movie/11699
902,Naruto Shippuden the Movie: Bonds,72.0,"Fantasy, Animation, Action",        08/02/2008 (JP)      ,              1h 30m          ,Hajime Kamegaki,https://www.themoviedb.org/movie/17581
903,TRON: Legacy,64.0,"Adventure, Action, Science Fiction",        12/17/2010 (US)      ,              2h 5m          ,Joseph Kosinski,https://www.themoviedb.org/movie/20526
904,Wrong Turn 5: Bloodlines,54.0,"Horror, Thriller",        10/23/2012 (US)      ,              1h 31m          ,Declan O'Brien,https://www.themoviedb.org/movie/125509
905,Sanctum,60,"Action, Thriller",        02/03/2011 (AU)      ,              1h 48m          ,Alister Grierson,https://www.themoviedb.org/movie/48340
906,War Dogs,69.0,"Comedy, Crime, Drama",        08/19/2016 (US)      ,              1h 54m          ,Todd Phillips,https://www.themoviedb.org/movie/308266
907,American Reunion,63.0,Comedy,        04/13/2012 (IN)      ,              1h 53m          ,Jon Hurwitz,https://www.themoviedb.org/movie/71552
908,Flipped,79.0,"Romance, Drama",        09/10/2010 (US)      ,              1h 29m          ,Rob Reiner,https://www.themoviedb.org/movie/43949
909,Justice League,61.0,"Action, Adventure, Fantasy, Science Fiction",        11/17/2017 (IN)      ,              2h          ,Zack Snyder,https://www.themoviedb.org/movie/141052
910,The Little Things,64.0,"Thriller, Crime, Drama",        01/29/2021 (US)      ,              2h 8m          ,John Lee Hancock,https://www.themoviedb.org/movie/602269
911,Stay Out of the Attic,58.0,Horror,        03/11/2021 (US)      ,              1h 20m          ,Jerren Lauder,https://www.themoviedb.org/movie/787009
912,District 9,74.0,Science Fiction,        09/11/2009 (IN)      ,              1h 52m          ,Neill Blomkamp,https://www.themoviedb.org/movie/17654
913,22 Bullets,66.0,"Drama, Crime, Thriller",        03/24/2010 (FR)      ,              1h 57m          ,Richard Berry,https://www.themoviedb.org/movie/37645
914,White Snake,78.0,"Romance, Animation, Fantasy",        01/11/2019 (CN)      ,              1h 39m          ,Amp Wong,https://www.themoviedb.org/movie/573699
915,Star Wars,82.0,"Adventure, Action, Science Fiction",        04/18/1997 (IN)      ,              2h 1m          ,George Lucas,https://www.themoviedb.org/movie/11
916,Viking Quest,45.0,"Action, Adventure, Fantasy, TV Movie",        10/07/2014 (CA)      ,              1h 28m          ,Todor Chapkanov,https://www.themoviedb.org/movie/317960
917,The Matrix,82.0,"Action, Science Fiction",        03/30/1999 (US)      ,              2h 16m          ,Lilly Wachowski,https://www.themoviedb.org/movie/603
918,The Book of Life,75.0,"Animation, Adventure, Comedy, Family, Fantasy",        10/16/2014 (IN)      ,              1h 35m          ,Jorge R. Gutierrez,https://www.themoviedb.org/movie/228326
919,Aladdin,76.0,"Animation, Family, Adventure, Fantasy, Romance",        11/25/1992 (US)      ,              1h 30m          ,John Musker,https://www.themoviedb.org/movie/812
920,Kubo and the Two Strings,77.0,"Animation, Adventure, Family",        08/19/2016 (US)      ,              1h 42m          ,Travis Knight,https://www.themoviedb.org/movie/313297
921,A un paso de mí,70,"Adventure, Comedy, Drama",        09/10/2021 (ES)      ,              1h 54m          ,José Mario Salas Barboza,https://www.themoviedb.org/movie/788905
922,Christmas ...Again?!,70,"Family, Comedy, Fantasy, TV Movie",        12/03/2021 (US)      ,              1h 34m          ,Andy Fickman,https://www.themoviedb.org/movie/762879
923,Fall in Love at First Kiss,67.0,"Romance, Comedy",        02/14/2019 (CN)      ,              2h 3m          ,Frankie Chen,https://www.themoviedb.org/movie/576393
924,The Tourist,62.0,"Action, Thriller, Romance",        12/10/2010 (US)      ,              1h 43m          ,Florian Henckel von Donnersmarck,https://www.themoviedb.org/movie/37710
925,Men in Black 3,65.0,"Action, Comedy, Science Fiction",        05/25/2012 (IN)      ,              1h 46m          ,Barry Sonnenfeld,https://www.themoviedb.org/movie/41154
926,White House Down,64.0,"Action, Drama, Thriller",        06/28/2013 (US)      ,              2h 11m          ,Roland Emmerich,https://www.themoviedb.org/movie/117251
927,Salt,64.0,"Action, Mystery, Thriller",        07/23/2010 (US)      ,              1h 40m          ,Phillip Noyce,https://www.themoviedb.org/movie/27576
928,Alita: Battle Angel,72.0,"Action, Science Fiction, Adventure",        02/08/2019 (IN)      ,              2h 2m          ,Robert Rodriguez,https://www.themoviedb.org/movie/399579
929,El juego de las llaves,63.0,Comedy,        04/13/2022 (ES)      ,None,Vicente Villanueva,https://www.themoviedb.org/movie/901908
930,Those Who Wish Me Dead,68.0,Thriller,        05/14/2021 (US)      ,              1h 40m          ,Taylor Sheridan,https://www.themoviedb.org/movie/578701
931,Fireworks,65.0,"Animation, Drama, Fantasy",        08/18/2017 (JP)      ,              1h 30m          ,Akiyuki Simbo,https://www.themoviedb.org/movie/431819
932,Madagascar 3: Europe's Most Wanted,66.0,"Animation, Family, Comedy, Adventure",        06/08/2012 (IN)      ,              1h 33m          ,Conrad Vernon,https://www.themoviedb.org/movie/172385
933,Rio 2,65.0,"Adventure, Animation, Comedy, Family",        04/10/2014 (IN)      ,              1h 41m          ,Carlos Saldanha,https://www.themoviedb.org/movie/34813
934,The Losers,63.0,"Action, Adventure, Crime, Mystery, Thriller",        04/23/2010 (US)      ,              1h 37m          ,Sylvain White,https://www.themoviedb.org/movie/615678
935,Thunder Force,56.0,"Action, Adventure, Comedy, Science Fiction",        04/09/2021 (US)      ,              1h 47m          ,Ben Falcone,https://www.themoviedb.org/movie/454286
936,God's Not Dead: A Light in Darkness,70,Drama,        03/30/2018 (US)      ,              1h 45m          ,Michael Mason,https://www.themoviedb.org/movie/765245
937,Swan Song,74.0,"Drama, Science Fiction",        12/17/2021 (US)      ,              1h 52m          ,Benjamin Cleary,https://www.themoviedb.org/movie/10681
938,WALL·E,81.0,"Animation, Family, Science Fiction",        08/29/2008 (IN)      ,              1h 38m          ,Andrew Stanton,https://www.themoviedb.org/movie/51876
939,Limitless,72.0,"Thriller, Mystery, Science Fiction",        04/29/2011 (IN)      ,              1h 45m          ,Neil Burger,https://www.themoviedb.org/movie/105965
940,Beverly Hills Chihuahua 3: Viva la Fiesta!,62.0,"Comedy, Family",        09/18/2012 (US)      ,              1h 29m          ,Lev L. Spiro,https://www.themoviedb.org/movie/11430
941,The Lion King 1½,66.0,"Family, Animation, Comedy",        02/09/2004 (US)      ,              1h 17m          ,Bradley Raymond,https://www.themoviedb.org/movie/730154
942,Your Eyes Tell,86.0,"Romance, Drama",        10/23/2020 (JP)      ,              2h 3m          ,Takahiro Miki,https://www.themoviedb.org/movie/290859
943,Terminator: Dark Fate,65.0,"Action, Adventure, Science Fiction",        11/01/2019 (US)      ,              2h 8m          ,Tim Miller,https://www.themoviedb.org/movie/779611
944,Zog and the Flying Doctors,67.0,"Animation, Family",        04/16/2021 (ES)      ,              25m          ,Sean Mullen,https://www.themoviedb.org/movie/592695
945,Pleasure,61.0,Drama,        10/08/2021 (SE)      ,              1h 48m          ,Ninja Thyberg,https://www.themoviedb.org/movie/812456
946,Barbie & Chelsea: The Lost Birthday,72.0,Animation,        05/14/2021 (ES)      ,              1h          ,Cassi Simonds,https://www.themoviedb.org/movie/726739
947,Cats & Dogs 3: Paws Unite,66.0,"Comedy, Action",        10/02/2020 (GB)      ,              1h 24m          ,Sean McNamara,https://www.themoviedb.org/movie/181812
948,Star Wars: The Rise of Skywalker,64.0,"Action, Adventure, Science Fiction",        12/20/2019 (US)      ,              2h 22m          ,J.J. Abrams,https://www.themoviedb.org/movie/570269
949,Trinity Seven 2: Heaven's Library & Crimson Lord,79.0,"Animation, Action, Fantasy, Comedy",        03/29/2019 (JP)      ,              1h 1m          ,Hiroshi Nishikiori,https://www.themoviedb.org/movie/37724
950,Skyfall,72.0,"Action, Adventure, Thriller",        11/02/2012 (IN)      ,              2h 23m          ,Sam Mendes,https://www.themoviedb.org/movie/287003
951,Avatar: Scene Deconstruction,85.0,Documentary,        12/18/2009 (US)      ,None,Sam Mendes,https://www.themoviedb.org/movie/645488
952,Aquaman: Heroines of Atlantis,75.0,Documentary,        03/26/2019 (US)      ,              6m          ,Angela King,https://www.themoviedb.org/movie/2105
953,American Pie,65.0,"Comedy, Romance",        07/09/1999 (US)      ,              1h 35m          ,Chris Weitz,https://www.themoviedb.org/movie/871875
954,Escape the Undertaker,52.0,"Horror, Mystery, Family",        10/05/2021 (US)      ,              31m          ,Ben Simms,https://www.themoviedb.org/movie/324852
955,Despicable Me 3,64.0,"Action, Animation, Comedy, Family, Adventure",        06/30/2017 (US)      ,              1h 36m          ,Kyle Balda,https://www.themoviedb.org/movie/719164
956,Women,57.0,Thriller,        04/08/2021 (RU)      ,              1h 30m          ,Anton Sigurðsson,https://www.themoviedb.org/movie/293167
957,Kong: Skull Island,65.0,"Action, Adventure, Fantasy",        03/10/2017 (IN)      ,              1h 58m          ,Jordan Vogt-Roberts,https://www.themoviedb.org/movie/158015
958,The Purge,63.0,"Science Fiction, Horror, Thriller",        06/06/2013 (US)      ,              1h 26m          ,James DeMonaco,https://www.themoviedb.org/movie/739542
959,America: The Motion Picture,58.0,"Animation, Action, Comedy",        06/30/2021 (US)      ,              1h 38m          ,Matt Thompson,https://www.themoviedb.org/movie/46528
960,The Warrior's Way,66.0,"Adventure, Fantasy, Action, Western, Thriller",        12/03/2010 (US)      ,              1h 40m          ,Lee Seung-moo,https://www.themoviedb.org/movie/87421
961,Riddick,63.0,"Science Fiction, Action, Thriller",        09/06/2013 (IN)      ,              1h 59m          ,David Twohy,https://www.themoviedb.org/movie/76757
962,Jupiter Ascending,54.0,"Science Fiction, Fantasy, Action",        02/28/2015 (IN)      ,              2h 7m          ,Lilly Wachowski,https://www.themoviedb.org/movie/651571
